question_id,db_id,question,difficulty,judge_evaluation_evaluation_consensus_status,judge_evaluation_evaluation_plausibility_check,judge_evaluation_evaluation_utility_comparison,judge_evaluation_evaluation_perceived_winner,judge_evaluation_evaluation_winning_reason,judge_evaluation_evaluation_confidence_score
733,superhero,How many gold-eyed superheroes did Marvel Comics publish? Context: gold-eyed refers to colour = 'Gold' where eye_colour_id = colour.id; superheroes that Marvel Comics published refers to publisher_name = 'Marvel Comics',moderate,TOTAL_DISAGREEMENT,"Both results are individually plausible given no ground truth: Agent A returns 2 gold-eyed superheroes published by 'Marvel Comics', which is reasonable (there could be a small number). Agent B returns 0, which is also possible if no matching rows exist or if joins/filters removed matches. However, a non-zero small count (2) is slightly more plausible given the broad Marvel roster and the specific but not extremely rare attribute of eye colour = 'Gold'.",Agent A: returns a clear numeric result but uses a less user-friendly column name ('COUNT(T.id)'). Agent B: returns the same type of single numeric result with a cleaner column name ('count') and thus slightly better immediate readability. Both are single-row scalar responses and equally simple to use programmatically.,AGENT_A,"Agent A provides a non-zero count (2), which is more likely correct than 0 given the absence of ground truth and the expectation that Marvel's large character set could include gold-eyed characters. Agent A's result therefore feels more plausible and informative; Agent B's zero could indicate an overly restrictive join/filter or a missed match.",6
736,superhero,Who is the dumbest superhero? Context: the dumbest superhero refers to MIN(attribute_value) where attribute_name = 'Intelligence',moderate,FULL_AGREEMENT,"Both agents return the same three superheroes (Ammo, Ando Masahashi, Jack-Jack) as the minimum-Intelligence entries. Agent B additionally provides an intelligence value of 35 for each, which makes the result plausible (a three-way tie at Intelligence = 35). No negative or nonsensical values are present.","Agent A returns only the superhero names, which is minimal but lacks the numeric intelligence value and identifiers. Agent B returns the same names plus an explicit intelligence value ('val' = 35) and URIs, making it clearer, more informative, and immediately actionable for verification or downstream use.",AGENT_B,"Agent B provides the same set of heroes as Agent A but also includes the intelligence numeric value and resource identifiers, improving interpretability, traceability, and usefulness.",8
737,superhero,What is Copycat's race? Context: Copycat is the superhero_name;,simple,PARTIAL_AGREEMENT,"Agent A returns a sensible human-readable value ('Mutant') which plausibly answers the question. Agent B returns a machine identifier (URI) for a race but no human-readable label (raceLabel is null), so while it may point to a valid resource, it fails to present the answer directly to the user.","Agent A: single column 'race' with the value 'Mutant' is immediately readable and usable. Agent B: returns a URI in 'race' and a null 'raceLabel', which is less readable and requires an extra lookup to be useful.",AGENT_A,"Agent A provides a direct, human-readable race value ('Mutant'), whereas Agent B only provides a URI and lacks a human-readable label, making it incomplete and less usable.",8
738,superhero,Which superheroes have a durability attribute value of less than 50? Context: durability of less than 50 refers to attribute_name = 'Durability' AND attribute_value < 50,simple,PARTIAL_AGREEMENT,"Both agents return lists of superheroes plausibly matching the criterion (Durability < 50). Agent B is more plausible because it shows explicit numeric durability values (e.g., 35, 45, 25) which directly confirm the filter; Agent A provides only names with no attribute values, so it's impossible to verify each entry against the <50 condition. The row-counts differ (368 vs 371), indicating some disagreement about membership.","Agent B is more useful: it provides three columns (unique URI, human-readable label, and numeric 'value') so a human can immediately see which heroes meet the criterion and by how much. Agent A only returns a single column of names which is harder to verify or join back to source data and lacks the numeric attribute that was the query's focus.",AGENT_B,"Agent B supplies attribute values and identifiers, enabling verification that each returned hero indeed has Durability < 50 and making the result immediately actionable. Agent A's output omits the durability values and has a different total row count, reducing trust and usefulness.",8
739,superhero,What are the names of the superheroes with the power of death touch? Context: name of superheroes refers to refers to superhero_name; the power of death touch refers to power_name = 'Death Touch',moderate,FULL_AGREEMENT,"Both agents return the same seven superhero names for power_name = 'Death Touch'. The set includes cosmic beings (One-Above-All, Living Tribunal), mystic entities (Spectre, Hela), and characters like Poison Ivy and Blackwulf; some entries (e.g., Poison Ivy) may be unexpected but are not impossible depending on the database's power attribution. Overall the results are internally consistent with the query but may warrant external verification for domain plausibility.","Agent A returns a minimal, clean list with one column (superhero_name), which is easy to read. Agent B returns the same names plus stable identifiers (hero URIs) and rdfs_label, improving traceability and enabling linking back to source records. Agent B's output is therefore more immediately actionable for data tasks; Agent A is simpler for quick human reading.",AGENT_B,"Both agents provide identical content, but Agent B supplies additional identifier and label columns (hero URI and rdfs_label), increasing usefulness for verification and integration while preserving readability.",8
740,superhero,How many female superheroes have a strength value of 100? Context: female refers to gender = 'Female'; strength value of 100 refers to attribute_name = 'Strength' AND attribute_value = 100,moderate,FULL_AGREEMENT,"Both agents return a single scalar count of 12 female superheroes with Strength = 100. This is a plausible answer to the asked aggregate question (a single non-negative integer), and there are no internal inconsistencies visible in the provided outputs.","Both outputs provide the same numeric result. Agent A labels the column as 'COUNT(DISTINCT s.id)' (clear about deduplication), while Agent B uses the simpler label 'count'. Agent A's label is more explicit about the aggregation semantics; Agent B's label is more concise. Both are readable and immediately usable.",TIE,"Both agents produced identical, consistent, and plausible results (12). Agent A is slightly more explicit about distinct counting, while Agent B is more concise; neither has a clear advantage overall.",9
743,superhero,"What is the percentage of superheroes who act in their own self-interest or make decisions based on their own moral code? Indicate how many of the said superheroes were published by Marvel Comics. Context: published by Marvel Comics refers to publisher_name = 'Marvel Comics'; superheroes who act in their own self-interest or make decisions based on their own moral code refers to alignment = 'Bad'; calculation = MULTIPLY(DIVIDE(SUM(alignment = 'Bad); count(id)), 100)",challenging,FULL_AGREEMENT,"Both agents report that 212 out of 750 superheroes are 'Bad', yielding ~28.2667% — this arithmetic (212/750*100) is correct. The Marvel-specific count of 118 also matches across both agents and is plausible as a subset of the total 'Bad' count.","Agent A returns only the percentage and Marvel bad count, which answers the question but omits raw counts. Agent B returns total superheroes (750), total 'Bad' count (212), Marvel 'Bad' count (118), and the percentage (28.2667), making it more transparent and easier to verify.",AGENT_B,"Agent B provides the same correct percentage and Marvel count as Agent A but includes the underlying totals (total and badCount), improving verifiability and immediate usefulness for a human reader.",9
744,superhero,"Between DC and Marvel Comics, which publisher has published more superheroes? Find the difference in the number of superheroes they have published. Context: DC refers to publisher_name = 'DC Comics'; Marvel Comics refers to publisher_name = 'Marvel Comics'; calculation = SUBTRACT(SUM(publisher_name = 'Marvel Comics'), SUM(publisher_name = 'DC Comics'))",challenging,FULL_AGREEMENT,"Both agents report that Marvel Comics has more superheroes and agree on the difference of 163. Agent B supplies explicit counts (Marvel 387, DC 224), which are internally consistent with the reported difference; these figures are plausible for publisher catalog sizes.","Agent B is more useful: it provides publisher identifiers and raw counts for both Marvel and DC plus the computed difference, making verification straightforward. Agent A provides the correct summary (Marvel, 163) but lacks the underlying counts for auditability.",AGENT_B,"Agent B gives the same correct conclusion as Agent A but includes the supporting counts and publisher identifiers, improving transparency and usability.",8
745,superhero,Give the publisher ID of Star Trek. Context: Star Trek is the publisher_name;,simple,FULL_AGREEMENT,Both results indicate the same underlying identifier (20) for the publisher 'Star Trek'. Returning a numeric id or a URI containing that id is plausible for this query.,"Agent A returns a direct 'id' column with the integer 20, which is concise and immediately usable. Agent B returns a 'publisher' column containing a URI that encodes the same id ('http://superhero.org/publisher/20'), which is slightly less direct but still informative.",AGENT_A,Agent A provides the publisher ID in the most direct and human-usable form (clean 'id' column with value 20). Agent B's URI is correct but less straightforward for extracting the raw id.,9
747,superhero,What is the total number of superheroes without full name? Context: superheroes without full name refers to full_name IS NULL,simple,FULL_AGREEMENT,Both agents report a single-row scalar count of 122 for rows where full_name IS NULL. That is a plausible integer result for a count query and matches expectations for the asked metric.,"Agent A returns column name 'COUNT(id)', Agent B returns 'count'. Both provide the same numeric value and one row; Agent B's column label is slightly cleaner/readable, but both are immediately usable.",AGENT_B,"Both agents produced identical, consistent results (122). Agent B is chosen because its column label ('count') is marginally clearer and more user-friendly while providing the same accurate value.",9
750,superhero,What is the average weight of all female superheroes? Context: female refers to gender = 'Female'; average weight refers to AVG(weight_kg),simple,TOTAL_DISAGREEMENT,"The two agents return different single-row averages (78.51 vs 60.78 kg). Both numeric results are internally plausible for an average female superhero weight depending on dataset composition (e.g., inclusion of heavy/armored characters or measurement units). Without ground truth or additional metadata (row counts, NULL handling, filtering), we cannot verify which is correct. The discrepancy indicates at least one agent used a different data subset, aggregation expression, or unit.","Agent A returns a single column named 'AVG(T1.weight_kg)', which is an exact SQL-derived label but less user-friendly. Agent B returns 'avgWeight', a clearer, human-readable column name. Both return one numeric row; Agent B's naming and rounded value make it easier for immediate use.",AGENT_B,"Agent B provides a clearer, more user-friendly column name and a clean numeric average. Given no ground truth, readability and immediate interpretability favor Agent B; its result also appears more typical for an average female weight, increasing perceived correctness.",6
751,superhero,List down at least five superpowers of male superheroes. Context: male refers to gender = 'Male'; superpowers refers to power_name;,moderate,PARTIAL_AGREEMENT,"Both agents return plausible superpower names for male superheroes. Agent A returns five common powers (Agility, Super Strength, Stamina, Super Speed, Accelerated Healing) which directly satisfies the 'at least five' request. Agent B returns a much larger set (50 rows) of varied superpowers with URIs and names, which is also plausible and includes the powers shown by Agent A (e.g., Agility).","Agent A: concise and immediately readable — single column 'power_name' with exactly five entries matching the user's minimum request. Agent B: more comprehensive — two columns ('power' URI and 'powerName') and 50 rows, which is richer but slightly less tidy due to extra URI column and different column naming. For quick consumption, Agent A is simpler; for exploration or linking back to source records, Agent B is more useful.",AGENT_B,"Agent B provides a more complete and useful dataset (50 superpowers vs. 5), includes identifiers (URIs) that support traceability, and overlaps with Agent A's results. Although Agent A is cleaner for a minimal reply, Agent B's greater coverage and traceability make it more helpful overall.",8
753,superhero,"Among the superheroes with height from 170 to 190, list the names of the superheroes with no eye color. Context: height from 170 to 190 refers to height_cm BETWEEN 170 AND 190; no eye color refers to colour = 'No Colour'",moderate,FULL_AGREEMENT,Both agents return 15 matching superhero names that fall plausibly within the 170–190 cm range. Agent B also provides explicit heights (all between 170 and 190) which supports the filter; there are no obvious contradictions or implausible values.,"Agent A provides a clean list of superhero_name values which is easy to read for the specific requested field. Agent B is more useful: it includes the name plus stable identifiers (hero URL) and explicit height values, enabling verification and further use (e.g., joins or filtering).",AGENT_B,"Both agents return the same 15 names (full agreement), but Agent B adds helpful metadata (unique resource URLs and explicit heights) that improve verifiability and immediate utility for users and downstream tasks.",9
758,superhero,Provide the hair colour of the human superhero who is 185 cm tall. Context: 185 cm tall refers to height_cm = 185; human superhero refers to race = 'human'; hair colour refers to colour where hair_colour_id = colour.id;,moderate,FULL_AGREEMENT,"Both agents return five hair-colour values that are reasonable colour labels for humans (Blond, Brown, Black, Brown/White, No Colour). It is plausible multiple human superheroes share height 185 cm, so multiple colours is acceptable. No negative or nonsensical values present.","Agent A returns a simple list of colour labels, which is easy to read. Agent B returns both stable identifiers (URIs) and human-readable labels, making it more useful for linking back to the colour table or for disambiguation. Agent B's output is therefore more informative and traceable.",AGENT_B,"Both agents agree on the hair-colour labels, but Agent B additionally provides URIs for each colour, improving traceability and data integrity while preserving readable labels. This makes Agent B more useful for verification and downstream use.",9
760,superhero,"In superheroes with height between 150 to 180, what is the percentage of heroes published by Marvel Comics? Context: height between 150 to 180 refers to height_cm BETWEEN 150 AND 180; heroes published by Marvel Comics refers to publisher_name = 'Marvel Comics'; calculation = MULTIPLY(DIVIDE(SUM(publisher.id = 13)), COUNT(publisher.id), 100)",challenging,TOTAL_DISAGREEMENT,"The two agents give mutually exclusive answers: Agent A reports ~60.87% (implying ~140 of 230 heroes are Marvel), while Agent B reports 0 of 230 (0%). Given typical publisher distributions and that a nonzero share for Marvel is plausible, Agent A's result appears more plausible; Agent B's 'num': 0 is suspicious unless the underlying join/filter excluded Marvel rows entirely.","Agent A returns a single aggregated percentage value (clear, immediate answer) though with a verbose SQL-like column label. Agent B returns a more structured breakdown ('num', 'den', 'percentage') which is generally more useful for auditing, but its values are inconsistent with expectation (num = 0 while den = 230), reducing its practical utility.",AGENT_A,"Agent A provides a direct percentage value consistent with a reasonable distribution (60.87% -> 140/230). Agent B's zero numerator against a nonzero denominator is likely the result of an incorrect filter or mapping, making its output less credible. Agent A's response is both immediately usable and more plausible.",7
761,superhero,"Among the male superheroes, list the super hero names of superheroes with weight greater than the 79% average weight of all superheroes. Context: super hero names refers to superhero_name;male superheros refers to gender = 'Male';Calculation = weight_kg > MULTIPLY(AVG(weight_kg), 0.79)",moderate,FULL_AGREEMENT,"Both agents returned the same single superhero name, 'King Kong', which satisfies the query (male superheroes with weight > 0.79 * average weight). However, Agent B's reported weight (9,000,000 kg) is highly implausible and suggests a data-quality or unit issue; Agent A omitted weight, avoiding that anomaly.","Agent A: very concise and directly returns the requested column ('superhero_name') making it easy to use. Agent B: returns extra useful metadata (URI and weight) which can aid verification, but the extremely large weight value reduces trust and requires further cleaning/validation.",AGENT_A,"Both agents agree on the result, but Agent A provides the requested output in a clean, human-usable form without introducing an implausible numeric value. Agent B's extra fields are potentially useful, but the unrealistic weight lowers confidence in its data integrity.",6
764,superhero,What are the superpowers of heroes with ID 1? Context: superpowers refers to power_name; heroes with ID 1 refers to hero_id = 1;,simple,FULL_AGREEMENT,"Both agents return four sensible, non-contradictory superpowers (Agility, Super Strength, Stamina, Super Speed) for hero_id = 1; values are plausible and match the user's request for power_name.","Agent A: concise and immediately readable — single column 'power_name' with four rows. Agent B: contains the same names plus additional columns ('power' URI, 'powerName', 'label'), providing machine-friendly identifiers and redundant human-readable labels. Agent A is simpler for quick reading; Agent B is more useful for data linking and provenance.",AGENT_B,"Both agents returned the same four superpowers, but Agent B provides extra structured metadata (power URIs and multiple name fields) that improves data integrity, traceability, and potential for downstream use while still including readable labels.",9
765,superhero,How many heroes have stealth power? Context: stealth power refers to power_name = 'Stealth';,simple,FULL_AGREEMENT,"Both agents return a single scalar count of 127 heroes with power_name = 'Stealth', which is a plausible and coherent answer to the question.","Agent B's output uses a simple 'count' column name which is slightly clearer and more immediately readable for end users. Agent A returns the same value but labels the column with the SQL expression 'COUNT(DISTINCT hp.hero_id)', which is accurate but less user-friendly.",AGENT_B,"Both agents provide identical, consistent results, but Agent B's column naming is clearer and more human-usable while conveying the same correct count.",9
766,superhero,What is the hero's full name with the highest attribute in strength? Context: highest attribute in strength refers to MAX(attribute_value) WHERE attribute_name = 'strength';,moderate,PARTIAL_AGREEMENT,"Both agents return 63 rows, which is consistent. Agent B explicitly shows the attribute value (100) for each returned hero where attribute_name = 'strength', matching the user's MAX(...) requirement. Agent A returns only full_name values without the strength value; it lists many plausible hero names but also multiple '-' placeholders. Overall the results are plausible (many heroes can share the max strength value), though Agent A lacks the numeric confirmation.","Agent B is more usable: it includes the hero identifier (URI), the fullName, and the attribute value (100) which directly supports the MAX(strength) query. Agent A only provides a single column 'full_name' and omits the strength value and any identifier, making it harder to verify which rows correspond to the maximum strength.",AGENT_B,"Agent B provides the same set size as Agent A but includes the critical attribute value (100) and hero URIs, allowing immediate verification that these heroes share the maximum strength. Its output is clearer, more informative, and more directly answers the MAX(attribute_value) question.",8
769,superhero,Which superhero has the most durability published by Dark Horse Comics? Context: which superhero refers to superhero_name; most durability refers to MAX(attribute_value) WHERE attribute_name = 'durability'; published by Dark Horse Comics refers to publisher_name = 'Dark Horse Comics';,challenging,FULL_AGREEMENT,"Both agents return the same superhero name (Dash) as having the maximum durability for Dark Horse Comics. Agent B additionally provides a numeric durability value (95), which is plausible for an attribute called 'durability' and fits the question's MAX(attribute_value) intent.","Agent A returns only the superhero_name column, which answers the question but lacks the durability value and any identifier. Agent B returns a URI ('hero'), a human-readable label ('heroLabel'), and the durability 'value' (95), making it more informative and immediately actionable for humans or downstream processing.",AGENT_B,"Agent B supplies the same hero name as Agent A while also providing the numeric durability (95) and an entity URI, improving factual clarity and data usability. Agent A is correct but less informative.",9
772,superhero,"List the eyes, hair and skin colour of all female superheroes published by Dark Horse Comics. Context: eyes refers to eye_colour_id; hair refers to hair_colour_id; skin colour refers to skin_colour_id; female superheroes refers to gender = 'Female'; published by Dark Horse Comics refers to publisher_name = 'Dark Horse Comics';",challenging,FULL_AGREEMENT,"Both agents return 5 rows with plausible eye/hair/skin colour values. Agent B provides colour and hero as URIs (IDs) that map consistently to Agent A's human-readable colour names (e.g., skin_colour_id '.../colour/1' corresponds to 'No Colour', '.../colour/28' corresponds to 'Silver'), so the results make sense and align with the question constraints (female, publisher = Dark Horse Comics).","Agent A: concise, exactly the requested columns (eye_colour, hair_colour, skin_colour) with human-readable values — immediately usable. Agent B: returns hero and colour as URI identifiers (eye_colour_id, hair_colour_id, skin_colour_id) which preserves provenance but requires an extra mapping step to be human-readable and omits a simple aggregated view.",AGENT_A,"Agent A presents the requested attributes in clear, human-readable form and only the asked-for columns, making it more immediately useful and easier to verify. Agent B's results are consistent but less user-friendly due to URI IDs and extra, unnecessary hero column.",8
773,superhero,"Which superhero has the same eyes, hair and skin colour? Indicate the publisher of the superhero. Context: which superhero refers to superhero_name; the same eyes, hair and skin colour refers to hair_colour_id = skin_colour_id AND hair_colour_id = eye_colour_id; publisher refers to publisher_name;",challenging,FULL_AGREEMENT,"Both agents return 157 rows of superheroes that meet the condition (hair_colour_id = skin_colour_id AND hair_colour_id = eye_colour_id). The results are plausible for the asked query: each returns superhero identifiers/names and publisher information. Agent B includes URIs and lacks publisher name labels, while Agent A provides direct publisher_name strings, which better matches the user's request to 'indicate the publisher of the superhero.'","Agent A: Clean, concise columns ['superhero_name', 'publisher_name'] with populated publisher names — immediately human-readable and directly useful. Agent B: More verbose RDF-like columns including URIs and duplicated name/label fields; publisherName and publisherLabel are null, making publisher information incomplete and requiring additional lookup to be usable.",AGENT_A,"Agent A delivers the same number of rows but presents the superhero name and publisher_name directly and completely, which better satisfies the user's request. Agent B contains the same set of superheroes (157 rows) but leaves publisherName/publisherLabel empty and uses URIs, reducing immediate usability and clarity.",8
775,superhero,"What is the percentage of blue female superheroes among all female superheroes? Context: percentage = MULTIPLY(DIVIDE(SUM(colour = 'Blue' WHERE gender = 'Female'), COUNT(gender = 'Female')), 100); blue refers to the color = 'Blue' WHERE skin_colour_id = colour.id; female refers to gender = 'Female';",challenging,FULL_AGREEMENT,"Both agents return a percentage ~2.463%. Agent B provides underlying counts (5 blue females out of 203 females), and Agent A's numeric result matches 5/203*100. The result is logically consistent with the requested calculation and contains no implausible values.","Agent B is more usable: it lists blueCount (5), femaleCount (203), and percentage (2.46305) clearly. Agent A returns the correct numeric percentage but uses a single, verbose expression-style column name without underlying counts, making it harder to verify.",AGENT_B,"Both agents agree numerically, but Agent B is superior because it provides the raw counts plus the computed percentage in a clear, human-readable format, facilitating verification and further use.",9
779,superhero,How many powers does Amazo hero have? Context: Amazo hero refers to superhero_name = 'Amazo';,simple,TOTAL_DISAGREEMENT,"Both results are plausible counts for the number of powers, but they conflict (44 vs 50). Agent A's value explicitly uses COUNT(DISTINCT hp.power_id), which suggests deduplication of power entries; Agent B returns a simple powerCount of 50 and identifies the hero by a URI rather than the readable name, which could indicate duplicate counting or different join/filter logic.","Agent A: returns a single clear numeric value but with a SQL-style column name ('COUNT(DISTINCT hp.power_id)') — concise but slightly cryptic. Agent B: returns a friendlier column name 'powerCount' but identifies the hero by a URI rather than 'Amazo', which reduces readability and requires resolution to the human-friendly name.",AGENT_A,"Agent A's response explicitly indicates deduplication (COUNT DISTINCT), which is the more appropriate approach for counting unique powers. Although Agent B's count is higher and uses a nicer column label, the hero is presented as a URI and the lack of DISTINCT raises the possibility of duplicate power rows inflating the count.",6
781,superhero,Provide the heights of the heroes whose eye colours are amber. Context: heights of the heroes refers to height_cm; eye colours are amber refers to colour.colour = 'Amber' WHERE eye_colour_id = colour.id;,simple,FULL_AGREEMENT,"Both agents return three positive, realistic human heights (178, 198, 175 cm) which plausibly answer the request for heights of heroes with amber eye colour. No negative or nonsensical values appear.","Agent A returns only a single column 'height_cm', which concisely lists the heights. Agent B returns the same three heights but includes hero URIs and readable hero labels, making it immediately actionable for a human who may want to know which hero each height belongs to.",AGENT_B,"Agent B provides the same accurate heights as Agent A while also supplying hero identifiers and human-readable labels, improving traceability and usability without sacrificing correctness.",9
782,superhero,List the heroes' names whose eyes and hair colours are both black. Context: heroes' names refers to superhero_name; eyes and hair colours are both black refers to eye_colour_id AND hair_colour_id WHERE colour.colour = 'Black';,moderate,FULL_AGREEMENT,Both agents return the same 11 superhero names whose eye and hair colours are Black. The results are internally consistent and plausible for the requested filter (both eye_colour_id and hair_colour_id matching a 'Black' colour). No negative or obviously incorrect values are present.,"Agent A returns a single clean column (superhero_name), which is concise and easy to read. Agent B returns the same names plus a 'hero' identifier (a URL) for each row, providing a stable reference/ID useful for linking back to the source. Agent B is slightly more immediately actionable; Agent A is marginally cleaner for quick reading.",AGENT_B,"Both agents provide identical name lists (agreement), but Agent B adds stable hero identifiers (URLs) that improve traceability and usability without introducing noise, making its output more useful for downstream tasks.",9
785,superhero,Describe the names of neutral alignment superheroes. Context: names of superheroes refers to superhero_name; neutral alignment refers to alignment = 'Neutral';,simple,FULL_AGREEMENT,"Both agents return the same set of 28 superhero names for alignment = 'Neutral'. The list is internally consistent (no negative values or unrelated columns) and answers the user’s request to 'describe the names' by providing superhero_name values. Some entries are commonly known as antiheroes or villains in broader lore, but without ground truth this set is plausible as a neutral-alignment selection from the provided database.","Agent A returns a single clean column 'superhero_name' that is easy to read. Agent B returns the same names plus an additional 'hero' column with stable resource identifiers (URLs). Agent B’s output is more useful for follow-up actions (linking back to DB records or fetching more details), while Agent A is slightly more concise for quick reading.",AGENT_B,"Both agents provided identical name results (so correctness parity), but Agent B adds a helpful 'hero' identifier column (URLs) that improves traceability and enables immediate follow-up queries or record retrieval, making its output more actionable for users.",8
786,superhero,How many heroes have the highest attribute value in strength? Context: highest attribute value in strength refers to MAX(attribute_value) WHERE attribute_name = 'Strength';,moderate,FULL_AGREEMENT,"Both agents return a single scalar count of 63 heroes having the maximum Strength attribute. The response format and value are internally consistent and plausible for the described query (COUNT of distinct hero_id where attribute_name = 'Strength' and attribute_value = MAX). Without the raw data, the numeric value cannot be independently verified, but it is reasonable and non-contradictory.","Agent A returns the correct numeric result but uses a raw SQL expression as the column label ('COUNT(DISTINCT ha.hero_id)'), which is less human-friendly. Agent B returns the same numeric result with a clear, concise column name ('numHeroes'), making it easier for a human to read and use immediately.",AGENT_B,"Both agents provided identical and consistent results (63). Agent B is preferred because it presents the same correct information with a clearer, more user-friendly column label and equivalent completeness.",9
788,superhero,"How many percent of female heroes were published by Marvel Comics? Context: percent = MULTIPLY(DIVIDE(SUM(gender = 'Female' WHERE publisher_name = 'Marvel Comics'), COUNT(publisher_name = 'Marvel Comics')), 100); female heroes refers to gender = 'Female'; Marvel Comics refers to publisher_name = 'Marvel Comics';",challenging,TOTAL_DISAGREEMENT,"Both results produce a plausible percentage value, but they disagree numerically (28.68% vs 27.04%). Agent B supplies supporting counts (202 of 747 => 27.0415%), which makes its value verifiable and internally consistent. Agent A returns a single computed percentage without counts or provenance, so its value cannot be validated from the output alone.","Agent B is more useful: it provides clear column names (publisher, percent, femaleCount, totalCount) and raw counts that allow verification and follow-up checks. Agent A returns a single column with a long SQL expression as the header and a numeric percentage only, offering no counts or publisher identifier to validate the result.",AGENT_B,"Agent B supplies both the percentage and the underlying counts (202 female out of 747 total), making its result transparent, verifiable, and more actionable for a human. Agent A's output is a lone percentage without supporting data or identifiers, preventing validation and reducing utility.",8
790,superhero,"Calculate the difference between Emil Blonsky's weight and Charles Chandler's weight. Context: difference = SUBTRACT(SUM(weight_kg WHERE full_name = 'Emil Blonsky'), SUM(weight_kg WHERE full_name = 'Charles Chandler')); Emil Blonsky is the full name of superhero; Charles Chandler is the full name of superhero;",moderate,FULL_AGREEMENT,"Both agents return a difference of 351 kg (Emil heavier). The component sums from Agent B are Emil = 441 kg and Charles = 90 kg, which subtract to 351 — internally consistent. While 441 kg is unusually large for a human, it is plausible for a superhero character (e.g., Hulk-like), so the numerical result is reasonable within the fictional context.","Agent B is more user-friendly: it lists source identifiers (URLs), individual sums (emilSum, charlesSum), and the final difference, making it easy to verify and reuse. Agent A returns only the computed expression label and the final value, which is correct but less immediately interpretable.",AGENT_B,"Both agents agree on the numeric result, but Agent B provides clearer, more actionable output by showing the separate summed values and entity references, enabling easier validation and reuse.",8
791,superhero,"Calculate the average height for all superhero. Context: average = DIVIDE(SUM(height_cm), COUNT(all heros));",simple,TOTAL_DISAGREEMENT,"Agent B's results are internally consistent: average = sum / count (185,284 / 750 ≈ 247.045). Agent A's single value (≈345.035) disagrees with Agent B and lacks supporting sum/count, making it less plausible given B's coherent breakdown.","Agent B is more useful: it provides sum, count, and the derived average, allowing verification and reuse. Agent A only returns a single average value with no provenance or counts, reducing transparency and verifiability.",AGENT_B,"Agent B supplies a consistent, verifiable result (sum and count that reproduce the average) and is therefore more transparent and reliable than Agent A's unsupported average.",9
792,superhero,What is Abomination's superpower? Context: Abomination refers to superhero_name = 'Abomination'; superpower refers to power_name;,simple,FULL_AGREEMENT,"Both agents return the same eight plausible superpowers for Abomination (Accelerated Healing, Intelligence, Super Strength, Stamina, Super Speed, Invulnerability, Animation, Super Breath). The results are consistent with the question asking for power_name and contain no implausible values.","Agent A presents a simple, human-readable list under a single column 'power_name', which is easy to read. Agent B provides the same labels under 'powerLabel' plus stable URIs in 'power', making it more useful for programmatic linking or further data lookup while remaining readable.",AGENT_B,"Both agents returned the same set of powers, but Agent B is more useful: it includes identical human-readable labels and adds persistent identifiers (URIs) for each power, enabling reliable referencing or joins to other data sources.",9
794,superhero,Which hero was the fastest? Context: which hero refers to superhero_name; fastest refers to MAX(attribute_value) WHERE attribute_name = 'Speed';,moderate,PARTIAL_AGREEMENT,"Both agents return 40 heroes as the fastest, which is plausible if multiple heroes share the maximum Speed value. Agent B explicitly returns a numeric 'value' = 100 for each row, making it clear these heroes share the MAX(attribute_value). Agent A returns only superhero_name without any numeric value or indication that these are tied at the maximum, so while its list could be the same set, it lacks evidence (the actual max value) to confirm correctness.","Agent B is more useful: it includes hero identifiers (URIs), a readable label (heroLabel), and a numeric 'value' column showing the max Speed (100). Agent A provides only a single column of names, which is less informative and harder to verify (no numeric max, no IDs). Both return 40 rows and overlapping names, but Agent B's formatting and explicit value make it immediately actionable.",AGENT_B,"Agent B supplies the numeric MAX(attribute_value) for Speed (value = 100) alongside hero labels and identifiers, making it clear these heroes are tied as the fastest. Agent A returns only names without the max value, reducing confidence and utility.",8
796,superhero,State all of 3-D Man's attributes along with their values. Context: 3-D Man is the superhero_name. attributes refers to attribute_name; values refers to attribute_value;,moderate,TOTAL_DISAGREEMENT,"Both agents return plausible data about the same entity but different types of attributes. Agent A returns six combat/statistics-style attributes (Intelligence, Strength, Speed, Durability, Power, Combat) with numeric values that are consistent and sensible for a superhero stats table. Agent B returns a mix of personal and metadata attributes (fullName, alignment URI, eye/hair/skin color URIs with some readable labels, gender, race, heightInCm, weightInKg, publisher, superheroName) which are also plausible but represent a different attribute set and schema (URIs and separate label columns). Neither result contains impossible values, but they do not agree on the same attributes or formatting.","Agent A: Clean, focused, and directly matches the requested columns ('attribute_name' and 'attribute_value') with concise, human-readable attribute names and numeric values—easy to read and use immediately. Agent B: More verbose, uses URI identifiers in the 'attribute' and 'value' fields with separate 'valueLabel' where present; includes extra personal metadata (height, weight, publisher) and the superheroName row. Agent B is more comprehensive but less immediately usable because of URIs, inconsistent labeling (many attributeLabel/valueLabel are null), and different column names.",AGENT_A,"Agent A directly matches the requested schema (attribute_name / attribute_value) and presents clear, human-readable attributes and values that are immediately useful for the user's request. Agent B provides additional relevant information but uses URIs, inconsistent label fields, and a different column schema, making it less aligned to the user's specified output format.",8
