question_id,db_id,question,difficulty,judge_evaluation_sql_eval_reasoning,judge_evaluation_sql_eval_status,judge_evaluation_sparql_eval_reasoning,judge_evaluation_sparql_eval_status,judge_evaluation_sparql_eval_error_category,judge_evaluation_comparison_summary,judge_evaluation_comparison_winner
930,formula_1,In which Formula_1 race did Lewis Hamilton rank the highest? Context: rank the highest refers to min(rank); Lewis Hamilton refers to the full name of the driver; Full name of the driver refers to drivers.forename and drivers.surname;,simple,"SQL returned only 3 race names (Chinese, Belgian, Spanish) while the ground truth contains 37 race names where Lewis Hamilton ranked highest. Row counts and values do not match the ground truth.",WRONG_ANSWER,"SPARQL returned 58 rows of specific race instances (raceLabel with year and pos=1). The ground truth has 37 race names (no years) — counts differ and SPARQL appears to list yearly instances rather than the aggregated race names expected, so it does not match the ground truth.",WRONG_ANSWER,LOGIC,"Both predictions are incorrect: the SQL result is missing most races, and the SPARQL result returns yearly instances (58) rather than the 37 aggregated race names in the ground truth.",TIE_BOTH_INCORRECT
931,formula_1,What was the fastest lap speed among all drivers in the 2009 Spanish Grand Prix? Context: the fastest lap speed among all refers to max(fastestLapSpeed); Spanish Grand Prix refers to races.name = 'Spanish Grand Prix';,moderate,The SQL result returns a single numeric value 202.484 which matches the ground truth fastestLapSpeed (allowing numeric representation). Row count and value agree.,CORRECT,The SPARQL result includes the race IRI (allowed) and returns maxSpeed = 202.484 which matches the ground truth value and row count.,CORRECT,NONE,Both SQL and SPARQL returned the correct fastest lap speed 202.484 for the 2009 Spanish Grand Prix.,TIE_BOTH_CORRECT
933,formula_1,What was Lewis Hamilton's final rank in the 2008 Chinese Grand Prix? Context: Lewis Hamilton refers to the full name of the driver; Full name of the driver refers to drivers.forename and drivers.surname; final rank refers to positionOrder; Chinese Grand Prix refers to races.name = 'Chinese Grand Prix';,moderate,"SQL returned one row with positionOrder = 1, which exactly matches the ground truth value and row count.",CORRECT,SPARQL returned one row with positionOrder = 1 (and an extra result URI column). Extra columns are allowed and the position matches the ground truth.,CORRECT,NONE,Both predictions returned the correct final rank (1) for Lewis Hamilton in the 2008 Chinese Grand Prix.,TIE_BOTH_CORRECT
937,formula_1,What's the finish time for the driver who ranked second in 2008's AustChineseralian Grand Prix? Context: finish time refers to time; Chinese Grand Prix refers to races.name = 'Chinese Grand Prix';,simple,"SQL returned a single time '+14.925' but the ground truth time is '+16.445', so the value is incorrect despite correct row count and format.",WRONG_ANSWER,"SPARQL returned finishTime '+14.925' (with extra result and driver URIs), which does not match the ground truth '+16.445'. The presence of extra columns is allowed but the core value is incorrect.",WRONG_ANSWER,LOGIC,Both SQL and SPARQL returned the same incorrect finish time ('+14.925') instead of the ground truth '+16.445'.,TIE_BOTH_INCORRECT
940,formula_1,"Among the drivers that finished the race in the 2008 Chinese Grand Prix, how many of them have participated in Formula_1 races? Context: COUNT(raceID) > 0 reveals that this driver participated in races; drivers who finished the race refers to time has value.",moderate,"The SQL result returns a single row with COUNT(DISTINCT r.driverId) = 14, which matches the ground truth COUNT(*) = 14 (ignoring column names and formatting). This correctly reflects the number of distinct drivers who finished the 2008 Chinese Grand Prix and have race participation.",CORRECT,"The SPARQL result returns a single row with count = 14, matching the ground truth value. Extra column naming is allowed and the numeric value aligns with the expected answer.",CORRECT,NONE,"Both the SQL and SPARQL predictions produce the correct count of 14, matching the ground truth.",TIE_BOTH_CORRECT
944,formula_1,"How much faster in percentage is the champion than the driver who finished the race last in the 2008 Australian Grand Prix? Context: how much faster in percentage = divide(subtract(incremental time, champion time), last_driver time) * 100; last driver finished time = incremental time + champion time; only champion's finished time is represented by 'HH:MM:SS.mmm'; finished the game refers to time is not null",challenging,"The SQL prediction returned 0 rows while the ground truth expects a single row with a NULL value. An empty result set does not match a single NULL result, so the SQL output is incorrect.",WRONG_ANSWER,"The SPARQL prediction produced no columns and 0 rows, whereas the ground truth expects one row with a NULL value. The empty result does not match the expected NULL result, so the SPARQL output is incorrect.",WRONG_ANSWER,LOGIC,"Both predictions returned empty results while the ground truth expects a single NULL row, so both are incorrect.",TIE_BOTH_INCORRECT
945,formula_1,"How many circuits are there in Adelaide, Australia? Context: Australia is the country; Melbourne is the location of circuit;",simple,"SQL result returns one row with COUNT(circuitId)=1, which matches the ground truth count exactly.",CORRECT,"SPARQL returned no rows and no columns while the ground truth expects a single count result of 1, so it failed to produce the correct answer.",WRONG_ANSWER,LOGIC,The SQL prediction matches the ground truth; the SPARQL prediction did not return the expected count.,SQL
948,formula_1,What are the maximum points of British constructors? Context: maximum points = MAX(points); British is a nationality,simple,"The SQL result returns a single row with MAX = 497.0, which exactly matches the ground truth scalar maximum points value.",CORRECT,"The SPARQL result returns per-constructor maxPoints for 79 British constructors rather than the single overall maximum (497.0). Although the top value appears, the shape/aggregation is incorrect for the question.",WRONG_ANSWER,LOGIC,The SQL prediction correctly returns the single maximum value 497.0; the SPARQL prediction returns per-constructor maxima and thus is incorrect.,SQL
950,formula_1,Please list the constructor names with 0 points at race 291. Context: race at 291 refers to raceID = 291;,simple,"SQL result contains 11 rows including the six correct constructors (Ligier, Jordan, Larrousse, Brabham, Dallara, Minardi) but also returns five extra constructors (Team Lotus, Fondmetal, March, Tyrrell, McLaren). Row count and result set therefore do not match the ground truth.",WRONG_ANSWER,"SPARQL result lists 11 constructors (with labels and URIs). It includes the six correct constructors but also returns five additional constructors (Team Lotus, Fondmetal, March, Tyrrell, McLaren), so the result set and row count do not match the ground truth.",WRONG_ANSWER,LOGIC,"Both SQL and SPARQL include the six correct constructors but also return five extra constructors, so both predictions are incorrect.",TIE_BOTH_INCORRECT
951,formula_1,How many Japanese constructors have 0 points in 2 races? Context: 2 races refers to COUNT(raceID) = 2; Japanese refers to constructors.nationality = 'Japanese';,simple,"The ground truth count is 2 but the SQL prediction returned 1. The returned value does not match the expected count (numeric mismatch), so the SQL result is incorrect.",WRONG_ANSWER,The ground truth count is 2 but the SPARQL prediction returned 1. This numeric mismatch indicates the SPARQL result is incorrect.,WRONG_ANSWER,LOGIC,"Both predictions returned 1 whereas the correct answer is 2, so both are incorrect.",TIE_BOTH_INCORRECT
954,formula_1,"Please calculate the race completion percentage of Japanese drivers from 2007 to 2009. Context: from 2007 to 2009 refers to year between 2007 and 2009; race completion refers to time is not null; percentage = Divide(COUNT(DriverID where time is not null and year between 2007 and 2009),Count (DriverID where year between 2007 and 2009))*100;",challenging,"The SQL result value 29.03225806451613 matches the ground truth 29.032258064516128 within negligible rounding error and the row count is 1, so it is correct.",CORRECT,"The SPARQL output includes numerator 18, denominator 62 and a percentage 29.0323, which corresponds to the ground truth percentage (minor rounding difference) and extra columns are allowed, so it is correct.",CORRECT,NONE,Both the SQL and SPARQL predictions produce the same correct race completion percentage (minor rounding differences only).,TIE_BOTH_CORRECT
955,formula_1,"What is the average time in seconds of champion for each year, before year 1975? Context: only champion's finished time is represented by 'HH:MM:SS.mmm'; finished the game refers to time is not null; before year 1975 refers to year < 1975;",challenging,"SQL output contains 25 rows for years 1950–1974 matching the ground truth rows. The average time values differ only by small rounding/precision amounts, which is allowed.",CORRECT,SPARQL output contains the same 25 years with average seconds matching the ground truth within acceptable rounding differences. The extra 'season' column is allowed.,CORRECT,NONE,Both SQL and SPARQL results match the ground truth (values and row counts) with only minor rounding differences.,TIE_BOTH_CORRECT
959,formula_1,"What is the fastest lap number of the champion in 2009? Context: in 2009 refers to year = 2009; Only the time of the champion shows in the format of ""hour: minutes: seconds.millionsecond""",simple,"SQL returned a single fastestLap value (49) whereas the ground truth contains 16 fastestLap rows. Although 49 appears in the ground truth set, the SQL result is incomplete (missing 15 rows), so it does not match the full expected result.",WRONG_ANSWER,"SPARQL returned a single record with fastestLapNumber = 46 (and additional columns). The ground truth set of fastestLap values does not include 46, so the SPARQL result is incorrect despite allowed extra columns.",WRONG_ANSWER,LOGIC,"Both predictions are incorrect: SQL returned an incomplete subset (one correct value among many), and SPARQL returned an incorrect fastest lap number.",TIE_BOTH_INCORRECT
960,formula_1,What is the average of fastest lap speed in the 2009 Spanish Grand Prix race? Context: Spanish Grand Prix is the name of race refers to name = 'Spanish Grand Prix'; average fastest lap speed refers to avg(fastestLapSpeed);,moderate,SQL result matches the ground truth average value exactly (199.6415625). Numeric type casting did not affect the result; row count and value are semantically equivalent to the ground truth.,CORRECT,SPARQL result returns the same average within a tiny rounding difference (199.642 vs 199.6415625) and includes an extra 'race' column which is allowed; value is semantically equivalent to the ground truth.,CORRECT,NONE,Both SQL and SPARQL outputs provide the correct average fastest lap speed (SPARQL shows a negligible rounding difference and includes an extra column).,TIE_BOTH_CORRECT
962,formula_1,"From 2000 to 2005, what percentage of drivers who were born before 1985 and the lap numbers were over 50? Context: born before 1985 refers to year(dob)<1985; in 2000 to 2005 refers to year between 2000 and 2005; percentage = Divide(COUNT(driverId where year (dob) <1985 and laps >50),COUNT(DriverID where year between 2000 and 2005) *100;",challenging,"The SQL returned a single value of 100.0, but the ground truth percentage is 64.8847... The predicted numerator/denominator logic produced a ratio of 1 (100%), which does not match the expected calculation, so the result is incorrect.",WRONG_ANSWER,"The SPARQL output shows num=52, den=52, percentage=100.0, which yields 100% and does not match the ground truth value (~64.8847%). Although extra columns are allowed, the returned values are semantically incorrect relative to the ground truth.",WRONG_ANSWER,LOGIC,"Both predictions return 100%, which does not match the ground truth ~64.88%, so both are incorrect.",TIE_BOTH_INCORRECT
963,formula_1,How many French drivers who obtain the laptime less than 02:00.00? Context: lap time less than 02:00.00 refers to seconds < 120;,moderate,"The SQL result returns COUNT(DISTINCT driverId) = 9 which differs from the ground truth COUNT(driverId) = 23295. The prediction incorrectly deduplicates driver IDs (and/or applies an incorrect filter), so the numeric result is not semantically equivalent to the ground truth.",WRONG_ANSWER,"The SPARQL result returns count = 9, matching the SQL prediction but not the ground truth value of 23295. It likewise appears to count distinct drivers or otherwise apply an incorrect logic, so it does not match the expected result.",WRONG_ANSWER,LOGIC,"Both predictions return 9 while the ground truth is 23295, so both are incorrect.",TIE_BOTH_INCORRECT
964,formula_1,List out the code for drivers who have nationality in American. Context: nationality = 'American',simple,The SQL result returns only 2 rows ('SPE' and 'RSS') while the ground truth contains 157 rows (many additional codes including numerous NULLs). The SQL output therefore misses most of the expected rows.,WRONG_ANSWER,"The SPARQL result returns the same two driver codes ('SPE' and 'RSS') with extra columns (driver URI and label). The ground truth has 157 rows, so this output is missing the majority of expected rows; extra columns are allowed but the row count and values are not equivalent.",WRONG_ANSWER,LOGIC,"Both predictions return only two driver codes (SPE and RSS) while the ground truth contains 157 rows, so both are incorrect.",TIE_BOTH_INCORRECT
967,formula_1,State code numbers of top 3 yougest drivers. How many Netherlandic drivers among them? Context: youngest driver refers to Max (year(dob)); Netherlandic and Dutch refer to the same country,simple,SQL returned one row with dutch_count = 1 (the expected count). An extra column 'codes' is present but allowed per criteria. The value and row count match the ground truth.,CORRECT,"SPARQL returned three rows (one per driver) instead of a single aggregated count row. Although each row contains dutchCount = 1, the number of rows does not match the ground truth and the query fails to perform the required aggregation.",WRONG_ANSWER,LOGIC,The SQL prediction matches the single-count ground truth; the SPARQL prediction returns per-driver rows instead of a single aggregated count.,SQL
971,formula_1,Please state the reference name of the oldest German driver. Context: oldest refers to MIN(year(dob)); reference names appear in drverRef.,simple,"The SQL result returns a single row with driverRef 'brudes', matching the ground truth exactly (same value and row count).",CORRECT,"The SPARQL result includes driverRef 'brudes' (and allowed extra columns driver and dob). The correct answer 'brudes' is present and row count is 1, so it matches the ground truth.",CORRECT,NONE,Both predictions return the correct driverRef 'brudes' for the oldest German driver.,TIE_BOTH_CORRECT
972,formula_1,Which drivers who were born in 1971 and has the fastest lap time on the race? Give id and code of these drivers. Context: born in 1971 refers to year(dob) = 1971; has the fastest lap time refers to fastestLapTime has values,moderate,"The SQL result returns 4 distinct drivers (IDs 14, 35, 37, 69) while the ground truth has 150 rows (many repeated driver rows) — the row count and full set of expected rows do not match, so the SQL prediction is incorrect.",WRONG_ANSWER,"The SPARQL result contains the same four driver IDs (14, 35, 37, 69) plus an extra URI column, but it only returns 4 rows versus the ground truth's 150 rows; despite allowed extra columns, the result set and counts are incorrect.",WRONG_ANSWER,LOGIC,"Both predictions return only 4 drivers instead of the 150-row ground truth, so neither is correct.",TIE_BOTH_INCORRECT
977,formula_1,"From race no. 50 to 100, how many finishers have been disqualified? Context: disqualified refers to statusID = 2, finisher refers to time! = null; race no. refers to raceId; raceId > 50 and raceId < 100;",simple,"The SQL result returns 2, which matches the ground truth aggregated count of finishers who were disqualified in the specified raceId range. Values and row count match.",CORRECT,"The SPARQL result returns disqualifiedFinisherCount = 2, matching the ground truth value. Extra column naming is allowed and the numeric result matches.",CORRECT,NONE,Both SQL and SPARQL predictions produce the correct numeric result (2) matching the ground truth.,TIE_BOTH_CORRECT
978,formula_1,"How many times the circuits were held in Austria? Please give their location and coordinates. Context: location coordinates refers to (lat,lng); Austria refers to country = 'Austria';",simple,SQL output contains the two locations (Spielburg and Styria) with matching coordinates; the extra COUNT column is allowed by the rules. Row count and values for location/coords match the ground truth.,CORRECT,SPARQL returns three rows by splitting the Spielburg location into two separate circuit entries (A1-Ring and Red Bull Ring) even though both share the same coordinates; the ground truth expects two distinct locations. This produces an extra row and thus does not match the expected result set.,WRONG_ANSWER,LOGIC,The SQL prediction matches the ground truth locations and coordinates; the SPARQL prediction returns an extra row by splitting one location into multiple circuit entries.,SQL
981,formula_1,"On what year did the youngest driver had his first qualifying race? Also state the name, date and time of the race. Context: date of birth refers to drivers.dob; The larger the birthday value, the younger the person is, and vice versa; first qualifying race refers to MIN(races.date);",moderate,"SQL output exactly matches the ground truth values for year, name, date and time (one row).",CORRECT,"SPARQL output contains the same core values (year=2017, race date=2017-04-09, time=06:00:00) and the race name is present within raceLabel; extra columns (driver, URIs, labels) are allowed.",CORRECT,NONE,Both SQL and SPARQL results match the ground truth (same row and core values).,TIE_BOTH_CORRECT
988,formula_1,"List down top 3 German drivers who has the shortest average pit stop duration and were born between 1980-1985. Context: Full name of the driver refers to drivers.forename and drivers.surname; born between 1980-1985 refers to 1980<= year(dob) <=1985; Average pitstop duration refers to Divide(SUM(duration),COUNT(duration)); shortest average refers to Min(avg(duration));",challenging,"The SQL output exactly matches the ground truth rows (Nico Rosberg, Adrian Sutil, Timo Glock) with same values and row count; ordering is irrelevant.",CORRECT,"The SPARQL result contains the same three drivers (labels: 'Nico Rosberg', 'Timo Glock', 'Adrian Sutil') and their average durations; extra columns (avgDuration, driver URI) are allowed and row order does not matter, so it semantically matches the ground truth.",CORRECT,NONE,Both SQL and SPARQL results return the same set of three drivers required by the ground truth.,TIE_BOTH_CORRECT
989,formula_1,"Who is the champion of the Canadian Grand Prix in 2008? Indicate his finish time. Context: Only the time of the champion shows in the format of ""hour: minutes: seconds.millionsecond"";",moderate,"SQL result contains the champion's time '1:36:24.227' matching the ground truth. Extra columns (forename, surname) are allowed.",CORRECT,"SPARQL result includes the finishTime '1:36:24.227' that matches the ground truth. Additional columns (driver, driverLabel, result) are permitted.",CORRECT,NONE,"Both predictions return the correct champion finish time '1:36:24.227', so they are both correct.",TIE_BOTH_CORRECT
990,formula_1,"What is the constructor reference name of the champion in the 2009 Singapore Grand Prix? Please give its website. Context: the time of the champion shows in the format of ""minutes: seconds.millionsecond"" in which Max(time); constructor reference name refers to constructorRef; website refers to url",challenging,SQL output matches the ground truth exactly: constructorRef 'mclaren' and the correct URL. Row count and values match.,CORRECT,SPARQL output contains the correct constructorRef 'mclaren' and the correct URL; the extra 'constructor' IRI column is allowed by the criteria.,CORRECT,NONE,Both SQL and SPARQL returned the correct constructorRef and URL for the 2009 Singapore GP champion.,TIE_BOTH_CORRECT
717,superhero,Please list all the superpowers of 3-D Man. Context: 3-D Man refers to superhero_name = '3-D Man'; superpowers refers to power_name,simple,"SQL output matches the ground truth exactly in values and row count (Agility, Super Strength, Stamina, Super Speed).",CORRECT,SPARQL returns the same four power names in the powerLabel column; the extra URI column is allowed by the rules and does not affect correctness.,CORRECT,NONE,Both predictions return the same four superpowers for 3-D Man and are therefore correct.,TIE_BOTH_CORRECT
994,formula_1,"Which constructor scored most points from Monaco Grand Prix between 1980 and 2010? List the score, name and nationality of this team. Context: Monaco Grand Priz refers to the race; race in year between 1980 and 2010",challenging,"SQL result matches the ground truth values exactly (score 218.5, name McLaren, nationality British) and row count is identical.",CORRECT,"SPARQL result contains the same key data (totalPoints 218.5, constructorLabel/name McLaren, nationality British); extra columns/IRIs are allowed.",CORRECT,NONE,Both SQL and SPARQL predictions return the correct single row with McLaren scoring 218.5 points and nationality British.,TIE_BOTH_CORRECT
1001,formula_1,"What is full name of the racer who ranked 1st in the 3rd qualifying race held in the Marina Bay Street Circuit in 2008? Context: Ranked 1st in the 3rd qualifying race refer to MIN(q3); 2008 is the year of race; full name of racer = forename, surname",challenging,"SQL output matches the ground truth exactly (forename 'Felipe' and surname 'Massa'), same row count and values.",CORRECT,"SPARQL output contains the driverLabel 'Felipe Massa' (matches full name). An extra column with the driver URI is allowed per criteria, and the result semantically matches the ground truth.",CORRECT,NONE,Both SQL and SPARQL returned the correct racer name 'Felipe Massa'.,TIE_BOTH_CORRECT
1002,formula_1,"As of the present, what is the full name of the youngest racer? Indicate her nationality and the name of the race to which he/she first joined. Context: full name refers to forename+surname; Youngest racer = MAX(dob)",moderate,"SQL result matches the ground truth values exactly: forename 'Lance', surname 'Stroll', nationality 'Canadian', and race name 'Chinese Grand Prix' (column name difference 'race_name' is allowed). Row count matches.",CORRECT,"SPARQL result contains the matching values: driverLabel 'Lance Stroll' (forename+surname), nationality 'Canadian', and firstRaceName 'Chinese Grand Prix'. Extra columns and more detailed firstRaceLabel/date are allowed. Row count matches.",CORRECT,NONE,"Both SQL and SPARQL outputs return the correct racer (Lance Stroll, Canadian, Chinese Grand Prix).",TIE_BOTH_CORRECT
1003,formula_1,How many accidents did the driver who had the highest number accidents in the Canadian Grand Prix have? Context: number of accidents refers to the number where statusid = 3; Canadian Grand Prix refers to the race of name,moderate,The SQL result returns MAX(sub.cnt) = 2 which matches the ground-truth count of 2 accidents; semantics and row count align with the expected answer.,CORRECT,"The SPARQL result reports the driver (Pierluigi Martini) with accidents = 2. The numeric value matches the ground truth and extra columns (driver, driverLabel) are permitted.",CORRECT,NONE,Both predictions correctly report the highest number of accidents as 2.,TIE_BOTH_CORRECT
1011,formula_1,"Which top 20 driver created the shortest lap time ever record in a Formula_1 race? Please give them full names. Context: shortest lap time refers to MIN(time); the time format for the shortest lap time is 'MM:SS.mmm' or 'M:SS.mmm'; full name of the driver refers to forename, surname",challenging,"The SQL result returns only Lewis Hamilton (1 row), while the ground truth contains 20 drivers. It misses 19 expected rows, so the output is not semantically equivalent to the ground truth.",WRONG_ANSWER,"The SPARQL result returns a single driver (Lewis Hamilton) with extra columns (lapTime, ms), whereas the ground truth lists 20 drivers. Although Lewis Hamilton is present and extra columns are allowed, the SPARQL query fails to return the full set of 20 rows required.",WRONG_ANSWER,LOGIC,Both predictions return only Lewis Hamilton instead of the full set of 20 drivers from the ground truth; neither is correct.,TIE_BOTH_INCORRECT
1014,formula_1,Please list the lap records for the circuits in Italy. Context: lap record means the fastest time recorded which refers to time,challenging,The SQL output returns two times (1:20.411 and 1:21.046) while the ground truth contains a single value (1:20.411). It includes an extra row (1:21.046) so it does not match the expected single-row result.,WRONG_ANSWER,"The SPARQL output includes the correct value 1:20.411 but also returns an additional row 1:21.046. Although extra columns are allowed, extra rows that are not present in the ground truth make this result semantically incorrect.",WRONG_ANSWER,LOGIC,"Both predictions include the correct lap time 1:20.411 but also return an extra unintended row (1:21.046), so neither matches the single-row ground truth.",TIE_BOTH_INCORRECT
719,superhero,"Among the superheroes with the super power of ""Super Strength"", how many of them have a height of over 200cm? Context: super power of ""Super Strength"" refers to power_name = 'Super Strength'; a height of over 200cm refers to height_cm > 200",moderate,"The SQL result returns 56, matching the ground truth count (56). Use of COUNT(DISTINCT s.id) does not change the correct total; values and row count match.",CORRECT,"The SPARQL result returns 0 whereas the ground truth is 56, so the returned value is incorrect (likely a logical/matching error in the query causing no matches).",WRONG_ANSWER,LOGIC,The SQL prediction matches the ground truth (56) while the SPARQL prediction is incorrect (0).,SQL
723,superhero,"Among the superheroes with blue eyes, how many of them have the super power of ""Agility""? Context: blue eyes refers to colour = 'Blue' and eye_colour_id = colour.id; super power of ""Agility"" refers to power_name = 'Agility'",moderate,"The SQL result returns 83, which matches the ground truth count. Using COUNT(DISTINCT T1.id) is acceptable here (ignores duplicate rows) and yields the same value as the expected COUNT(T1.id).",CORRECT,"The SPARQL result returns 0 while the ground truth is 83, so it failed to retrieve the matching superheroes with eye colour 'Blue' and power_name 'Agility'—indicating an incorrect query logic or join/filter.",WRONG_ANSWER,LOGIC,"The SQL prediction matches the ground truth count of 83, while the SPARQL prediction incorrectly returns 0.",SQL
724,superhero,"Please list the superhero names of all the superheroes that have blue eyes and blond hair. Context: blue eyes refers to colour = 'Blue' and eye_colour_id = colour.id; blond hair refers to colour = 'Blond' and hair_colour_id = colour.id; super power of ""Agility"" refers to power_name = 'Agility'",challenging,"The SQL result returns 90 rows matching the ground truth superhero_name values (shown snippets align and total row count matches). Column names/formatting are allowed to be ignored, and values semantically match.",CORRECT,The SPARQL result returns 90 rows with the correct superhero names in the 'label' column; the additional 'hero' URI column is permitted by the rules. Row count and values match the ground truth.,CORRECT,NONE,Both SQL and SPARQL outputs match the ground truth (90 matching superhero names); SPARQL includes an allowed extra URI column.,TIE_BOTH_CORRECT
726,superhero,Rank heroes published by Marvel Comics by their height in descending order. Context: name refers to superhero_name; the tallest hero refers to MAX(height_cm); published by Marvel Comics refers to publisher_name = 'Marvel Comics',moderate,"Query executed successfully and returns matching top rows (Surtur, Ymir, Bloodwraith, etc.) with numeric heights (minor int/float differences allowed), but the total row count (366) does not match the ground truth (387), so many rows are missing and the required ranking column is absent.",WRONG_ANSWER,"SPARQL output contains the correct hero names and heights for the sampled rows and includes an extra URI column (allowed), but its total row count (366) does not match the ground truth (387), so it is missing rows compared to the expected result.",WRONG_ANSWER,LOGIC,"Both SQL and SPARQL return correct-looking top rows but neither matches the ground-truth total row count (387), so both are incorrect.",TIE_BOTH_INCORRECT
728,superhero,"Rank superheroes from Marvel Comics by their eye color popularity, starting with the most common color. Context: the superheroes from Marvel Comics refers to publisher_name = 'Marvel Comics'; most common color refers to COUNT(superhero.id) DESC;",moderate,The SQL output contains 19 rows with eye color values and counts that exactly match the ground truth counts and values (ordering and column names are irrelevant). Missing the explicit PopularityRank column is acceptable since values and row counts match the ground truth.,CORRECT,"The SPARQL output includes 19 rows with matching eye color labels and counts equal to the ground truth. It also includes URIs for the color IDs as extra columns, which is allowed. All values and row counts semantically match the ground truth.",CORRECT,NONE,Both SQL and SPARQL results semantically match the ground truth (same 19 eye colors and corresponding counts).,TIE_BOTH_CORRECT
730,superhero,"List the superheroes from Marvel Comics who have the super power of 'Super Strength'. Context: the superheroes from Marvel Comics refers to publisher_name = 'Marvel Comics'; super power of ""Super Strength"" refers to power_name = 'Super Strength';",challenging,"The SQL result returns 200 rows while the ground truth has 201 rows, so it is missing one superhero. Column names and formatting match but the row count mismatch indicates an incorrect result.",WRONG_ANSWER,The SPARQL result returns 201 rows matching the ground truth total and includes the heroLabel column with the superhero names; extra columns (URI fields) are allowed. Values and counts semantically match the ground truth.,CORRECT,NONE,The SPARQL prediction matches the ground truth in content and row count; the SQL prediction is missing one row.,SPARQL
732,superhero,Which publisher published the slowest superhero? Context: the slowest superhero refers to attribute_name = 'Speed' where MIN(attribute_value); publisher refers to publisher_name,moderate,SQL result matches the ground truth exactly: one row with publisher_name 'Marvel Comics'.,CORRECT,"SPARQL result contains the correct publisher name 'Marvel Comics' (extra URI column allowed), matching the ground truth.",CORRECT,NONE,Both SQL and SPARQL returned the correct publisher ('Marvel Comics') for the slowest superhero.,TIE_BOTH_CORRECT
733,superhero,How many gold-eyed superheroes did Marvel Comics publish? Context: gold-eyed refers to colour = 'Gold' where eye_colour_id = colour.id; superheroes that Marvel Comics published refers to publisher_name = 'Marvel Comics',moderate,"The SQL result count is 2, which exactly matches the ground truth count of 2. Values and row count align; no schema or formatting issues.",CORRECT,"The SPARQL result returns count = 0, which contradicts the ground truth count of 2. This indicates a logical/mapping error in the query (incorrect joins/filters or mistaken property usage) rather than a syntax or schema failure.",WRONG_ANSWER,LOGIC,The SQL prediction matches the ground truth (2 gold-eyed Marvel superheroes); the SPARQL prediction is incorrect (returns 0).,SQL
736,superhero,Who is the dumbest superhero? Context: the dumbest superhero refers to MIN(attribute_value) where attribute_name = 'Intelligence',moderate,"SQL returns three rows (Ammo, Ando Masahashi, Jack-Jack) while ground truth has only one row (Ammo). Although Ammo is present, the extra two rows make the result incorrect.",WRONG_ANSWER,"SPARQL returns three rows with the same minimal value (35) including Ammo, but ground truth includes only Ammo. Extra matching rows mean the result does not match the ground truth.",WRONG_ANSWER,LOGIC,"Both predictions include the correct hero Ammo but also return two additional heroes, so neither matches the ground truth.",TIE_BOTH_INCORRECT
737,superhero,What is Copycat's race? Context: Copycat is the superhero_name;,simple,SQL result matches the ground truth exactly: one row with race = 'Mutant'.,CORRECT,"SPARQL returned a URI for race and a null raceLabel, so the expected literal 'Mutant' is not present; the result schema/labels do not provide the correct value.",SCHEMA_MISMATCH,SCHEMA,The SQL prediction returns the correct 'Mutant' value; the SPARQL prediction fails to provide the label and returns a URI instead.,SQL
738,superhero,Which superheroes have a durability attribute value of less than 50? Context: durability of less than 50 refers to attribute_name = 'Durability' AND attribute_value < 50,simple,"The SQL result returns 368 rows while the ground truth has 371 rows, so the row counts do not match. Because of the missing rows (count mismatch), the SQL prediction is semantically incorrect even though the listed names overlap with the ground truth.",WRONG_ANSWER,"The SPARQL result returns 371 rows matching the ground truth total. It includes heroLabel and value columns in addition to the identifier URI, which is allowed per the evaluation rules, and the value column shows durability < 50. The returned names and counts align with the ground truth.",CORRECT,NONE,The SPARQL prediction matches the ground truth in both content and row count; the SQL prediction is incorrect due to a row count mismatch.,SPARQL
739,superhero,What are the names of the superheroes with the power of death touch? Context: name of superheroes refers to refers to superhero_name; the power of death touch refers to power_name = 'Death Touch',moderate,SQL output contains the same 7 superhero_name values as the ground truth with matching row count and values; values match exactly.,CORRECT,"SPARQL output includes the same 7 superhero_name values as the ground truth. Extra columns (hero, rdfs_label) are allowed by the criteria and do not affect correctness.",CORRECT,NONE,Both SQL and SPARQL outputs match the ground truth names and row count; both are correct.,TIE_BOTH_CORRECT
740,superhero,How many female superheroes have a strength value of 100? Context: female refers to gender = 'Female'; strength value of 100 refers to attribute_name = 'Strength' AND attribute_value = 100,moderate,"The SQL result returns a single count value of 12 which matches the ground truth count (12). The use of COUNT(DISTINCT s.id) still yields the same total, so it's semantically correct.",CORRECT,The SPARQL result returns a single count value of 12 matching the ground truth. No schema issues or extra-value problems affect the correctness.,CORRECT,NONE,Both SQL and SPARQL predictions produce the correct count of 12 female superheroes with Strength = 100.,TIE_BOTH_CORRECT
